# Benchmark Case 4 Pad Interface Force Results: Denoted by node and degree of freedom
Time,1101_1,1101_2,1101_3,1101_4,1101_5,1101_6,1102_1,1102_2,1102_3,1102_4,1102_5,1102_6,1103_1,1103_2,1103_3,1103_4,1103_5,1103_6,1104_1,1104_2,1104_3,1104_4,1104_5,1104_6
0.078,195242.242909,-5932.43743087,-5913.1731874,-2822.94655862,-2382196.87067,2772183.64592,193684.345478,5932.46844997,-5904.72415482,3022.99527422,-2361910.49307,-2766092.80388,106356.721643,388.075881296,404.694155932,2757.07398777,2018122.35728,-1628136.00677,107915.777398,-388.105307136,413.204908092,-2957.16858742,2038437.58364,1634255.68479
0.079,195127.861382,-5930.14857609,-5910.88667797,-2822.88773492,-2380488.88521,2770475.66021,193569.963747,5930.17901481,-5902.43619198,3022.95936945,-2360202.49966,-2764384.80838,106242.340782,385.787034135,402.405529281,2757.0791105,2016414.38094,-1626428.03032,107801.395689,-385.817029685,410.917724225,-2957.19663068,2036729.58892,1632547.69181
0.08,195011.152679,-5927.85787538,-5908.59837818,-2822.82751877,-2378743.34344,2768730.1182,193453.25486,5927.88766209,-5900.14635688,3022.92240504,-2358456.95035,-2762639.25695,106125.632804,383.496233391,400.114955801,2757.08439415,2014668.84956,-1624682.49883,107684.686823,-383.526869262,408.628674408,-2957.22516769,2034984.03827,1630802.14292
0.081,194891.443559,-5925.56956215,-5906.31252287,-2822.76587254,-2376949.00974,2766935.78427,193333.545557,5925.59867332,-5897.85892383,3022.88449392,-2356662.60911,-2760844.91357,106005.924433,381.207809212,397.826765488,2757.08983166,2012874.52673,-1622888.17588,107564.97754,-381.239106681,406.342047927,-2957.25434198,2033189.69562,1629007.80207
0.082,194768.111381,-5923.28511408,-5904.03058924,-2822.70280713,-2375095.68446,2765082.45877,193210.213182,5923.31357382,-5895.57540979,3022.84578041,-2354809.27591,-2758991.57819,105882.592994,378.923334116,395.542530413,2757.09540898,2011021.21199,-1621034.86104,107441.645181,-378.955265541,404.059375843,-2957.28427295,2031336.36087,1627154.46917
0.083,194640.59485,-5921.00265391,-5901.75069774,-2822.63837963,-2373174.4243,2763161.19838,193082.696423,5921.0305291,-5893.29397145,3022.80642651,-2352888.0071,-2757070.30716,105755.077157,376.641015038,393.260456757,2757.10110506,2009099.96132,-1619113.61026,107314.128432,-376.673508844,401.778826913,-2957.31504445,2029415.09034,1625233.20053
0.084,194508.403104,-5918.71650393,-5899.46716675,-2822.57268865,-2371177.72383,2761164.4977,192950.504404,5918.74389523,-5891.0089564,3022.7665982,-2350891.29697,-2755073.59476,105622.886034,374.355239925,390.974931396,2757.10689203,2007103.26868,-1617116.91753,107181.936417,-374.388189635,399.494757668,-2957.34669598,2027418.37828,1623236.49042
0.085,194371.122871,-5916.41691536,-5897.17024215,-2822.5058679,-2369099.65206,2759086.4257,192813.223844,5916.44394494,-5888.7106299,3022.72645223,-2348813.21431,-2752995.50981,105485.606333,372.056300821,388.676245024,2757.11273607,2005025.20267,-1615038.85143,107044.655854,-372.089577458,397.197438466,-2957.37921681,2025340.29349,1621158.40762
0.086,194228.423489,-5914.08998722,-5894.84601666,-2822.43807776,-2366935.93936,2756922.71278,192670.524076,5914.11678438,-5886.38509224,3022.68612495,-2346649.4894,-2750831.78261,105342.90738,369.73030872,386.350507046,2757.11859853,2002861.49345,-1612875.14215,106901.956076,-369.763775374,394.872970319,-2957.41254424,2023176.56626,1618994.6824
0.087,194080.059634,-5911.71778209,-5892.47654587,-2822.36949552,-2364684.01208,2754670.78527,192522.159775,5911.74446789,-5884.01439387,3022.64572331,-2344397.5486,-2748579.83954,105194.543851,367.359307618,383.979759697,2757.12443759,2000609.5674,-1610623.21605,106753.591759,-367.392834949,392.503399948,-2957.44656615,2020924.623,1616742.74113
0.088,193925.871711,-5909.27863774,-5890.04016038,-2822.30030458,-2362342.97374,2752329.74671,192367.971351,5909.30531016,-5881.57684779,3022.60531905,-2342056.49554,-2746238.7843,105040.356156,364.921587303,381.542290911,2757.13021019,1998268.52831,-1608282.17693,106599.403313,-364.955068624,390.067032437,-2957.48112775,2018583.56742,1614401.68746
0.089,193765.783912,-5906.7476665,-5887.51196556,-2822.23068297,-2359913.53394,2749900.30666,192207.883003,5906.77438733,-5879.04753068,3022.56494579,-2339627.03999,-2743809.32669,104880.268504,362.392186322,379.013137393,2757.13587414,1995839.08621,-1605852.7348,106439.314938,-362.425550962,387.53893301,-2957.51604249,2016154.10938,1611972.23121
0.09,193599.800044,-5904.09742643,-5884.86451318,-2822.1607919,-2357397.88759,2747384.66006,192041.898548,5904.12421103,-5876.39895678,3022.52459922,-2337111.37714,-2741293.66198,104714.284724,359.743569022,376.364761761,2757.14139071,1993323.43663,-1603337.08521,106273.330454,-359.776792737,384.891601834,-2957.55110607,2013638.44419,1609456.56762
0.091,193427.997297,-5901.29874109,-5882.06862164,-2822.09076468,-2354799.54934,2744786.32155,191870.095189,5901.32555205,-5873.60190123,3022.48423995,-2334513.02194,-2738695.30517,104542.482031,356.946452997,373.56788011,2757.14672689,1990725.09491,-1600738.74348,106101.527066,-356.979564641,382.09579857,-2957.58611283,2011040.08692,1606858.21168
0.092,193250.518192,-5898.32163909,-5879.09431588,-2822.02069655,-2352123.14912,2742109.92106,191692.615458,5898.34838419,-5870.62634352,3022.44379853,-2331836.60462,-2736018.88657,104365.002972,353.970757348,370.592410376,2757.15185778,1988048.69169,-1598062.34026,105924.047308,-354.003841097,379.121487119,-2957.62087311,2008363.66792,1604181.79369
0.093,193067.560997,-5895.13637896,-5875.9118526,-2821.95063601,-2349374.1965,2739360.96816,191509.657637,5895.16291373,-5867.44249647,3022.40318166,-2329087.63503,-2733269.91608,104182.045839,350.786636634,367.408506391,2757.15676875,1985299.73721,-1595313.38578,105741.089464,-350.819829691,375.938865971,-2957.6552305,2005614.69714,1601432.82353
0.094,192852.773426,-5892.26452253,-5873.0437001,-2821.85784074,-2346063.16833,2736049.93973,191294.869391,5892.29037205,-5864.57218692,3022.34810646,-2325776.58777,-2729958.86784,103967.25866,347.915379289,364.537552416,2757.16372639,1981988.71358,-1592002.36209,105526.301217,-347.949166308,373.069977836,-2957.69991125,2002303.64923,1598121.77629
0.095,192632.168506,-5889.11770283,-5869.90059649,-2821.76476278,-2342679.29475,2732666.06588,191074.263796,5889.14267732,-5861.42675093,3022.2925821,-2322392.69529,-2726574.97483,103746.654157,344.76880812,361.391276422,2757.17048834,1978604.84605,-1588618.4945,105305.695627,-344.803372857,369.925937002,-2957.74422993,1998919.75672,1594737.88396
0.096,192405.201119,-5885.66056299,-5866.44719834,-2821.67106283,-2339216.51481,2729203.28563,190847.295717,5885.6844828,-5857.9708481,3022.23643602,-2318929.89635,-2723112.17585,103519.687188,341.311592908,357.934349947,2757.17709425,1975142.07327,-1585155.72166,105078.727558,-341.34710941,366.471412376,-2957.78839291,1995456.95839,1591275.08531
0.097,192171.366423,-5881.86127728,-5862.65169515,-2821.57635468,-2335669.13475,2725655.90523,190613.460301,5881.88398163,-5854.17267779,3022.17948778,-2315382.49689,-2719564.77684,103285.852888,337.51195218,354.134993768,2757.18359507,1971594.70101,-1581608.34934,104844.892156,-337.548576204,362.674615464,-2957.83265693,1991909.56017,1587727.68623
0.098,191930.202126,-5877.69201095,-5858.48626889,-2821.48021453,-2332031.82767,2722018.59776,190372.295236,5877.71336454,-5850.00443696,3022.12154932,-2311745.16964,-2715927.45052,103044.688935,333.342108882,349.965433503,2757.1900515,1967957.40176,-1577971.05001,104603.727108,-333.379971344,358.507757543,-2957.87731843,1988272.23476,1584090.35942
0.099,191681.290164,-5873.1293139,-5853.92748722,-2821.38219207,-2328299.62903,2718286.39869,190123.382441,5873.14921098,-5845.44271136,3022.06242522,-2308012.94965,-2712195.23195,102795.777233,328.778678773,345.402287892,2757.19653159,1964225.21029,-1574238.85847,104354.814332,-328.817881819,353.94744002,-2957.92270041,1984540.01717,1580358.13991
0.1,191424.257775,-5868.15443988,-5848.95662219,-2821.28182272,-2324467.92854,2714454.6977,189866.349133,5868.17280534,-5840.46879198,3022.00191261,-2304181.22623,-2708363.51042,102538.744986,323.802983715,340.426881997,2757.20310855,1960393.51562,-1570407.16373,104097.781042,-323.843599614,348.97496981,-2957.96913775,1980708.29667,1576526.41694
0.101,191158.77795,-5862.75358374,-5843.55988703,-2821.1786408,-2320532.45865,2710519.22726,189600.868288,5862.7703713,-5835.06890945,3021.93980169,-2300245.73145,-2704428.01801,102273.265154,318.401283015,335.025478403,2757.20985784,1956458.04956,-1566471.69759,103832.300214,-318.443355983,343.576592837,-2958.01696182,1976772.80529,1572590.92257
0.102,190884.569281,-5856.91803118,-5837.72858529,-2821.07219294,-2316489.28039,2706476.04839,189326.658477,5856.93321878,-5829.23438116,3021.87587707,-2296202.526,-2700384.81539,101999.056299,312.564917575,329.189421256,2757.21685455,1952414.87256,-1562428.52051,103558.090419,-312.608468307,337.74364017,-2958.06648574,1972729.60368,1568547.71744
0.103,190601.395206,-5850.64421664,-5831.45916836,-2820.96205116,-2312334.76703,2702321.53436,189043.483128,5850.65779968,-5822.96166693,3021.8099201,-2292047.98287,-2696230.27556,101715.881836,306.29036327,322.915189516,2757.22417064,1948260.35742,-1558274.00529,103274.91508,-306.33539566,331.472582934,-2958.11799075,1968575.06481,1564393.17451
0.104,190309.062707,-5843.93368709,-5824.75319861,-2820.84782535,-2308065.58636,2698052.35295,188751.149208,5843.94567001,-5816.25233115,3021.74171262,-2287778.76963,-2691961.06609,101423.548727,299.579191387,316.204357285,2757.2318723,1943991.17163,-1554004.81942,102982.581169,-299.625700824,324.764993787,-2958.17171504,1964305.85625,1560123.96136
0.105,190007.420488,-5836.79297108,-5817.61721813,-2820.72917444,-2303678.68237,2693665.44816,188449.505417,5836.80335817,-5809.11291085,3021.67104209,-2283391.83015,-2687574.13089,101121.905666,292.437936007,309.063461095,2757.24001785,1939604.25902,-1549617.90672,102680.93738,-292.485918377,317.62741465,-2958.22784543,1959918.92189,1555737.02182
0.106,189696.356706,-5829.23335432,-5810.06252387,-2820.60581589,-2299171.25708,2689158.02201,188138.439904,5829.24214071,-5801.5546912,3021.59770803,-2278884.3664,-2683066.67197,100810.840801,284.877869739,301.503775551,2757.24865559,1935096.82164,-1545110.46924,102369.871867,-284.927330301,310.071132111,-2958.2865123,1955411.46373,1551229.55788
0.107,189375.796309,-5821.27056544,-5802.1048531,-2820.47753324,-2294540.7534,2684527.51742,187817.877618,5821.27772906,-5793.59339192,3021.52152958,-2274253.82132,-2678436.13231,100490.27908,276.91469122,293.54100078,2757.25782246,1930466.30254,-1540479.95004,102049.309576,-276.965652496,302.111863942,-2958.34778816,1950780.92478,1546599.0125
0.108,189045.698067,-5812.92437691,-5793.76398414,-2820.34418128,-2289784.83969,2679771.60276,187487.777328,5812.92987225,-5785.24876951,3021.44235351,-2269497.86335,-2673680.18041,100160.179275,268.568129508,285.194866786,2757.26754296,1925710.37037,-1535724.01774,101719.209278,-268.620637315,293.769361792,-2958.41168952,1946024.97355,1541843.05412
0.109,188706.051363,-5804.21812848,-5785.06325969,-2820.20568868,-2284901.3968,2674888.15887,187148.128418,5804.22188278,-5776.54414275,3021.36006259,-2264614.37347,-2668796.69733,99820.530774,259.861472217,276.488661566,2757.27782867,1920826.9063,-1530840.55355,101379.560359,-259.915599287,285.066937255,-2958.47818202,1941141.49111,1536959.56375
0.11,188342.734713,-5795.47056131,-5776.32190268,-2820.04997106,-2279625.01969,2669611.78077,186784.80938,5795.47232214,-5767.79839062,3021.26704881,-2259337.94548,-2663520.2767,99457.2122543,251.113307677,267.741024332,2757.28988465,1915550.50822,-1525564.15529,101016.241318,-251.169314501,276.323581578,-2958.55294723,1935865.07136,1531683.13547
0.111,187969.469958,-5786.41153488,-5767.26929271,-2819.88907155,-2274210.61631,2664197.37635,186411.542076,5786.41119378,-5758.74120603,3021.1707996,-2253923.48861,-2658105.82808,99083.9453905,242.053580108,258.681848004,2757.30249957,1910136.0816,-1520149.72848,100642.974011,-242.111573522,267.268864702,-2958.63021799,1930450.62362,1526268.67826
0.112,187585.869694,-5777.06483723,-5757.92921693,-2819.72301579,-2268649.95299,2658636.712,186027.939096,5777.06228154,-5749.39637291,3021.07132009,-2248362.76916,-2652545.11789,98700.3427655,232.706069854,249.334912174,2757.31565642,1904575.39282,-1514589.03949,100259.371028,-232.766159732,257.926568249,-2958.70995675,1924889.91432,1520707.95844
0.113,187191.579953,-5767.4548875,-5748.326091,-2819.55189506,-2262935.28961,2652922.04756,185633.646465,5767.45000465,-5739.78830834,3020.96866751,-2242648.04692,-2646830.40602,98306.0503949,223.095195478,239.724634177,2757.32932671,1898860.7017,-1508874.34815,99865.0783926,-223.157490346,248.321106885,-2958.79210101,1919175.20336,1514993.23583
0.114,186786.284375,-5757.60582724,-5738.4840506,-2819.37585993,-2257059.51927,2647046.27616,185228.347811,5757.59850977,-5729.94115455,3020.86294917,-2236772.21492,-2640954.58563,97900.7518983,213.245106585,229.875161964,2757.34347171,1892984.90126,-1502998.54747,99459.7797349,-213.309708522,238.476620679,-2958.87656873,1913299.38389,1509117.40345
0.115,186369.707871,-5747.54065291,-5728.42608431,-2819.19511173,-2251016.29677,2641003.0526,184811.768035,5747.53080394,-5719.87791205,3020.75431791,-2230728.9278,-2634911.31148,97484.1721621,203.178817182,219.809507533,2757.35804377,1886941.64609,-1496955.29205,99043.1999547,-203.245816431,228.416108424,-2958.96326383,1907256.11066,1503074.11595
0.116,185941.619642,-5737.28041623,-5718.17323435,-2819.00989227,-2244800.15113,2634786.90591,184383.676323,5737.26795494,-5709.61964032,3020.64296528,-2224512.71441,-2628695.11254,97056.0803574,192.917406317,209.548747641,2757.37298838,1880725.46495,-1490739.11064,98615.1082386,-192.986875866,218.160628455,-2959.05208151,1901039.91266,1496857.90218
0.117,185501.835431,-5726.84351687,-5707.74388973,-2818.82047175,-2238406.57864,2628393.33237,183943.888402,5726.82838355,-5699.18475031,3020.52911288,-2218119.07082,-2622301.48503,96616.2921927,182.479310123,199.111315935,2757.38824606,1874331.85378,-1484345.4992,98175.3203134,-182.551300727,207.728591336,-2959.14291367,1894646.28611,1490464.25821
0.118,185050.218923,-5716.24510776,-5697.15319211,-2818.6271358,-2231832.11319,2621818.86589,183492.267939,5716.2272682,-5688.58840966,3020.41300167,-2211544.53066,-2615726.96273,96164.6713152,171.87972596,188.512407197,2757.40375477,1867757.34604,-1477770.99118,97723.699846,-171.954261987,197.135164981,-2959.23565363,1888071.76476,1483889.71768
0.119,184586.682234,-5705.49663018,-5686.4125714,-2818.43017193,-2225074.37165,2615061.12333,183028.72703,5705.47607883,-5677.84207702,3020.29488038,-2204786.71047,-2608969.16237,95701.1297982,161.130145553,177.763510574,2757.41945226,1860999.55811,-1471013.20296,97260.1589321,-161.207221917,186.391808998,-2959.33020035,1881313.96536,1477131.89714
0.12,184111.185463,-5694.60549046,-5675.529423,-2818.22985601,-2218132.07284,2608118.82351,182553.22575,5694.58225239,-5666.95317813,3020.17499313,-2197844.32876,-2602026.80263,95225.627693,150.238029418,166.872084108,2757.43527854,1854057.2083,-1464070.85286,96784.6576465,-150.317609892,175.505950587,-2959.42646209,1874371.60656,1470189.51507
0.121,183623.735308,-5683.57488594,-5664.50693427,-2818.02643917,-2211005.02976,2600991.77943,182065.770775,5683.5490172,-5655.9249307,3020.05356695,-2190717.19817,-2594899.69635,94738.1716512,139.206630066,155.841378038,2757.45117827,1846930.10907,-1456943.75334,96297.2026658,-139.288647147,164.480809336,-2959.5243594,1867244.50122,1463062.38413
0.122,183124.382813,-5672.40378226,-5653.34406234,-2817.82013598,-2203694.11547,2593680.86416,181566.413122,5672.37536875,-5644.7563208,3019.93080002,-2183406.19139,-2587588.71645,94238.8126638,128.034966534,144.670409419,2757.46710298,1839619.13293,-1449632.77692,95797.8450067,-128.119322859,153.315373333,-2959.62382745,1859933.52225,1455751.37701
0.123,182613.220288,-5661.08703955,-5642.03566066,-2817.6111141,-2196201.2041,2586187.95181,181055.245078,5661.05619426,-5633.44222789,3019.80685116,-2175913.18218,-2580095.73692,93727.6429908,116.717947763,133.354085584,2757.48301309,1832126.1535,-1442139.79721,95286.6769551,-116.80451908,142.0045241,-2959.72481779,1852440.54364,1448258.36745
0.124,182090.377544,-5649.61567983,-5630.57274672,-2817.39948612,-2188529.08925,2578515.83597,180532.396425,5649.58253873,-5621.97369128,3019.68183106,-2168240.96374,-2572423.55124,93204.7923893,105.246637449,121.883469061,2757.49887961,1824453.9639,-1434467.60734,94763.8282948,-105.335276994,130.539302839,-2959.82729955,1844768.35887,1440586.14868
0.125,181556.017548,-5637.97728379,-5618.94289911,-2817.18530381,-2180681.38285,2570668.12859,179998.030103,5637.94200055,-5610.33830605,3019.55579576,-2160393.14767,-2564575.77127,92670.4237729,93.6086486795,110.246172272,2757.51468554,1816606.17565,-1426619.81883,94229.4619652,-93.6991927053,118.907306189,-2959.93126001,1836920.57981,1432738.33227
0.126,180855.966157,-5629.34880989,-5610.32833651,-2816.8365844,-2169785.5304,2559772.27543,179297.97163,5629.30989496,-5601.71480306,3019.34648109,-2149497.16488,-2553679.82531,91970.3646539,84.9798960528,101.618667088,2757.54359867,1805710.26142,-1415723.90406,93529.4035783,-85.0739178621,110.288587681,-2960.09958699,1826024.63731,1421842.35169
0.127,180139.816481,-5620.44884026,-5601.44243515,-2816.48393512,-2158648.38467,2548635.12895,178581.814317,5620.40666537,-5592.82020979,3019.13583391,-2138359.88024,-2542542.58148,91254.2062321,76.0804688277,92.7204906255,2757.57255303,1794573.04298,-1404586.68511,92813.2463431,-76.1775833006,101.398936036,-2960.27055282,1814887.39674,1410705.06905
0.128,179402.906761,-5611.18420412,-5592.19207922,-2816.12596721,-2147202.04001,2537188.78348,177844.896305,5611.13932089,-5583.56154054,3018.92345354,-2126913.38615,-2531096.13252,90517.2865623,66.8175861205,83.4588674703,2757.60166094,1783126.61159,-1393140.25325,92076.3283912,-66.9172243246,92.1454418165,-2960.44525803,1803440.95064,1399258.57654
